iso2c,country,year,di_state,no_RandR
DJ,Djibouti,2007,No Explicit DI,No Crisis Data
DO,Dominican Republic,1970,Ministry of Finance,Data Available
DO,Dominican Republic,1971,Ministry of Finance,Data Available
DO,Dominican Republic,1972,Ministry of Finance,Data Available
DO,Dominican Republic,1973,Ministry of Finance,Data Available
DO,Dominican Republic,1974,Ministry of Finance,Data Available
DO,Dominican Republic,1975,Ministry of Finance,Data Available
DO,Dominican Republic,1976,Ministry of Finance,Data Available
DO,Dominican Republic,1977,Ministry of Finance,Data Available
DO,Dominican Republic,1978,Ministry of Finance,Data Available
DO,Dominican Republic,1979,Ministry of Finance,Data Available
DO,Dominican Republic,1980,Ministry of Finance,Data Available
DO,Dominican Republic,1981,Ministry of Finance,Data Available
DO,Dominican Republic,1982,Ministry of Finance,Data Available
DO,Dominican Republic,1983,Ministry of Finance,Data Available
DO,Dominican Republic,1984,Ministry of Finance,Data Available
DO,Dominican Republic,1985,Ministry of Finance,Data Available
DO,Dominican Republic,1986,Ministry of Finance,Data Available
DO,Dominican Republic,1987,Ministry of Finance,Data Available
DO,Dominican Republic,1988,Ministry of Finance,Data Available
DO,Dominican Republic,1989,Ministry of Finance,Data Available
DO,Dominican Republic,1990,Ministry of Finance,Data Available
DO,Dominican Republic,1991,Ministry of Finance,Data Available
DO,Dominican Republic,1992,Ministry of Finance,Data Available
DO,Dominican Republic,1993,Ministry of Finance,Data Available
DO,Dominican Republic,1994,Ministry of Finance,Data Available
DO,Dominican Republic,1995,Ministry of Finance,Data Available
DO,Dominican Republic,1996,Ministry of Finance,Data Available
DO,Dominican Republic,1997,Ministry of Finance,Data Available
DO,Dominican Republic,1998,Ministry of Finance,Data Available
DO,Dominican Republic,1999,Ministry of Finance,Data Available
DO,Dominican Republic,2000,Ministry of Finance,Data Available
DO,Dominican Republic,2001,Ministry of Finance,Data Available
DO,Dominican Republic,2002,Ministry of Finance,Data Available
DO,Dominican Republic,2003,Ministry of Finance,Data Available
DO,Dominican Republic,2004,Ministry of Finance,Data Available
DO,Dominican Republic,2005,Ministry of Finance,Data Available
DO,Dominican Republic,2006,Ministry of Finance,Data Available
DO,Dominican Republic,2007,Ministry of Finance,Data Available
EC,Ecuador,1970,No Explicit DI,Data Available
EC,Ecuador,1971,No Explicit DI,Data Available
EC,Ecuador,1972,No Explicit DI,Data Available
EC,Ecuador,1973,No Explicit DI,Data Available
EC,Ecuador,1974,No Explicit DI,Data Available
EC,Ecuador,1975,No Explicit DI,Data Available
EC,Ecuador,1976,No Explicit DI,Data Available
EC,Ecuador,1977,No Explicit DI,Data Available
EC,Ecuador,1978,No Explicit DI,Data Available
EC,Ecuador,1979,No Explicit DI,Data Available
EC,Ecuador,1980,No Explicit DI,Data Available
EC,Ecuador,1981,No Explicit DI,Data Available
EC,Ecuador,1982,No Explicit DI,Data Available
EC,Ecuador,1983,No Explicit DI,Data Available
EC,Ecuador,1984,No Explicit DI,Data Available
EC,Ecuador,1985,No Explicit DI,Data Available
EC,Ecuador,1986,No Explicit DI,Data Available
EC,Ecuador,1987,No Explicit DI,Data Available
EC,Ecuador,1988,No Explicit DI,Data Available
EC,Ecuador,1989,No Explicit DI,Data Available
EC,Ecuador,1990,No Explicit DI,Data Available
EC,Ecuador,1991,No Explicit DI,Data Available
EC,Ecuador,1992,No Explicit DI,Data Available
EC,Ecuador,1993,No Explicit DI,Data Available
EC,Ecuador,1994,No Explicit DI,Data Available
EC,Ecuador,1995,No Explicit DI,Data Available
EC,Ecuador,1996,No Explicit DI,Data Available
EC,Ecuador,1997,No Explicit DI,Data Available
EC,Ecuador,1998,Ministry of Finance,Data Available
EC,Ecuador,1999,Ministry of Finance,Data Available
EC,Ecuador,2000,Ministry of Finance,Data Available
EC,Ecuador,2001,Ministry of Finance,Data Available
EC,Ecuador,2002,Ministry of Finance,Data Available
EC,Ecuador,2003,Ministry of Finance,Data Available
EC,Ecuador,2004,Ministry of Finance,Data Available
EC,Ecuador,2005,Ministry of Finance,Data Available
EC,Ecuador,2006,Ministry of Finance,Data Available
EC,Ecuador,2007,Ministry of Finance,Data Available
EG,Egypt,1970,No Explicit DI,Data Available
EG,Egypt,1971,No Explicit DI,Data Available
EG,Egypt,1972,No Explicit DI,Data Available
EG,Egypt,1973,No Explicit DI,Data Available
EG,Egypt,1974,No Explicit DI,Data Available
EG,Egypt,1975,No Explicit DI,Data Available
EG,Egypt,1976,No Explicit DI,Data Available
EG,Egypt,1977,No Explicit DI,Data Available
EG,Egypt,1978,No Explicit DI,Data Available
EG,Egypt,1979,No Explicit DI,Data Available
EG,Egypt,1980,No Explicit DI,Data Available
EG,Egypt,1981,No Explicit DI,Data Available
EG,Egypt,1982,No Explicit DI,Data Available
EG,Egypt,1983,No Explicit DI,Data Available
EG,Egypt,1984,No Explicit DI,Data Available
EG,Egypt,1985,No Explicit DI,Data Available
EG,Egypt,1986,No Explicit DI,Data Available
EG,Egypt,1987,No Explicit DI,Data Available
EG,Egypt,1988,No Explicit DI,Data Available
EG,Egypt,1989,No Explicit DI,Data Available
EG,Egypt,1990,No Explicit DI,Data Available
EG,Egypt,1991,No Explicit DI,Data Available
EG,Egypt,1992,No Explicit DI,Data Available
EG,Egypt,1993,No Explicit DI,Data Available
EG,Egypt,1994,No Explicit DI,Data Available
EG,Egypt,1995,No Explicit DI,Data Available
EG,Egypt,1996,No Explicit DI,Data Available
EG,Egypt,1997,No Explicit DI,Data Available
EG,Egypt,1998,No Explicit DI,Data Available
EG,Egypt,1999,No Explicit DI,Data Available
EG,Egypt,2000,No Explicit DI,Data Available
EG,Egypt,2001,No Explicit DI,Data Available
EG,Egypt,2002,No Explicit DI,Data Available
EG,Egypt,2003,No Explicit DI,Data Available
EG,Egypt,2004,No Explicit DI,Data Available
EG,Egypt,2005,No Explicit DI,Data Available
EG,Egypt,2006,No Explicit DI,Data Available
EG,Egypt,2007,No Explicit DI,Data Available
SV,El Salvador,1970,No Explicit DI,Data Available
SV,El Salvador,1971,No Explicit DI,Data Available
SV,El Salvador,1972,No Explicit DI,Data Available
SV,El Salvador,1973,No Explicit DI,Data Available
SV,El Salvador,1974,No Explicit DI,Data Available
SV,El Salvador,1975,No Explicit DI,Data Available
SV,El Salvador,1976,No Explicit DI,Data Available
SV,El Salvador,1977,No Explicit DI,Data Available
SV,El Salvador,1978,No Explicit DI,Data Available
SV,El Salvador,1979,No Explicit DI,Data Available
SV,El Salvador,1980,No Explicit DI,Data Available
SV,El Salvador,1981,No Explicit DI,Data Available
SV,El Salvador,1982,No Explicit DI,Data Available
SV,El Salvador,1983,No Explicit DI,Data Available
SV,El Salvador,1984,No Explicit DI,Data Available
SV,El Salvador,1985,No Explicit DI,Data Available
SV,El Salvador,1986,No Explicit DI,Data Available
SV,El Salvador,1987,No Explicit DI,Data Available
SV,El Salvador,1988,No Explicit DI,Data Available
SV,El Salvador,1989,No Explicit DI,Data Available
SV,El Salvador,1990,No Explicit DI,Data Available
SV,El Salvador,1991,No Explicit DI,Data Available
SV,El Salvador,1992,No Explicit DI,Data Available
SV,El Salvador,1993,No Explicit DI,Data Available
SV,El Salvador,1994,No Explicit DI,Data Available
SV,El Salvador,1995,No Explicit DI,Data Available
SV,El Salvador,1996,No Explicit DI,Data Available
SV,El Salvador,1997,No Explicit DI,Data Available
SV,El Salvador,1998,No Explicit DI,Data Available
SV,El Salvador,1999,Ministry of Finance,Data Available
SV,El Salvador,2000,Ministry of Finance,Data Available
SV,El Salvador,2001,Ministry of Finance,Data Available
SV,El Salvador,2002,Ministry of Finance,Data Available
SV,El Salvador,2003,Ministry of Finance,Data Available
SV,El Salvador,2004,Ministry of Finance,Data Available
SV,El Salvador,2005,Ministry of Finance,Data Available
SV,El Salvador,2006,Ministry of Finance,Data Available
SV,El Salvador,2007,Ministry of Finance,Data Available
GQ,Equatorial Guinea,1970,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1971,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1972,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1973,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1974,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1975,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1976,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1977,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1978,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1979,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1980,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1981,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1982,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1983,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1984,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1985,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1986,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1987,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1988,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1989,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1990,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1991,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1992,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1993,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1994,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1995,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1996,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1997,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1998,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,1999,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,2000,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,2001,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,2002,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,2003,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,2004,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,2005,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,2006,No Explicit DI,No Crisis Data
GQ,Equatorial Guinea,2007,No Explicit DI,No Crisis Data
ER,Eritrea,1993,No Explicit DI,No Crisis Data
ER,Eritrea,1994,No Explicit DI,No Crisis Data
ER,Eritrea,1995,No Explicit DI,No Crisis Data
ER,Eritrea,1996,No Explicit DI,No Crisis Data
ER,Eritrea,1997,No Explicit DI,No Crisis Data
ER,Eritrea,1998,No Explicit DI,No Crisis Data
ER,Eritrea,1999,No Explicit DI,No Crisis Data
ER,Eritrea,2000,No Explicit DI,No Crisis Data
ER,Eritrea,2001,No Explicit DI,No Crisis Data
ER,Eritrea,2002,No Explicit DI,No Crisis Data
ER,Eritrea,2003,No Explicit DI,No Crisis Data
ER,Eritrea,2004,No Explicit DI,No Crisis Data
ER,Eritrea,2005,No Explicit DI,No Crisis Data
ER,Eritrea,2006,No Explicit DI,No Crisis Data
ER,Eritrea,2007,No Explicit DI,No Crisis Data
EE,Estonia,1991,No Explicit DI,No Crisis Data
EE,Estonia,1992,No Explicit DI,No Crisis Data
EE,Estonia,1993,No Explicit DI,No Crisis Data
EE,Estonia,1994,No Explicit DI,No Crisis Data
EE,Estonia,1995,No Explicit DI,No Crisis Data
EE,Estonia,1996,No Explicit DI,No Crisis Data
EE,Estonia,1997,No Explicit DI,No Crisis Data
EE,Estonia,1998,Special./Indp.,No Crisis Data
EE,Estonia,1999,Special./Indp.,No Crisis Data
EE,Estonia,2000,Special./Indp.,No Crisis Data
EE,Estonia,2001,Special./Indp.,No Crisis Data
EE,Estonia,2002,Special./Indp.,No Crisis Data
EE,Estonia,2003,Special./Indp.,No Crisis Data
EE,Estonia,2004,Special./Indp.,No Crisis Data
EE,Estonia,2005,Special./Indp.,No Crisis Data
EE,Estonia,2006,Special./Indp.,No Crisis Data
EE,Estonia,2007,Special./Indp.,No Crisis Data
ET,Ethiopia,1970,No Explicit DI,No Crisis Data
ET,Ethiopia,1971,No Explicit DI,No Crisis Data
ET,Ethiopia,1972,No Explicit DI,No Crisis Data
ET,Ethiopia,1973,No Explicit DI,No Crisis Data
ET,Ethiopia,1974,No Explicit DI,No Crisis Data
ET,Ethiopia,1975,No Explicit DI,No Crisis Data
ET,Ethiopia,1976,No Explicit DI,No Crisis Data
ET,Ethiopia,1977,No Explicit DI,No Crisis Data
ET,Ethiopia,1978,No Explicit DI,No Crisis Data
ET,Ethiopia,1979,No Explicit DI,No Crisis Data
ET,Ethiopia,1980,No Explicit DI,No Crisis Data
ET,Ethiopia,1981,No Explicit DI,No Crisis Data
ET,Ethiopia,1982,No Explicit DI,No Crisis Data
ET,Ethiopia,1983,No Explicit DI,No Crisis Data
ET,Ethiopia,1984,No Explicit DI,No Crisis Data
ET,Ethiopia,1985,No Explicit DI,No Crisis Data
ET,Ethiopia,1986,No Explicit DI,No Crisis Data
ET,Ethiopia,1987,No Explicit DI,No Crisis Data
ET,Ethiopia,1988,No Explicit DI,No Crisis Data
ET,Ethiopia,1989,No Explicit DI,No Crisis Data
ET,Ethiopia,1990,No Explicit DI,No Crisis Data
ET,Ethiopia,1991,No Explicit DI,No Crisis Data
ET,Ethiopia,1992,No Explicit DI,No Crisis Data
ET,Ethiopia,1993,No Explicit DI,No Crisis Data
ET,Ethiopia,1994,No Explicit DI,No Crisis Data
ET,Ethiopia,1995,No Explicit DI,No Crisis Data
ET,Ethiopia,1996,No Explicit DI,No Crisis Data
ET,Ethiopia,1997,No Explicit DI,No Crisis Data
ET,Ethiopia,1998,No Explicit DI,No Crisis Data
ET,Ethiopia,1999,No Explicit DI,No Crisis Data
ET,Ethiopia,2000,No Explicit DI,No Crisis Data
ET,Ethiopia,2001,No Explicit DI,No Crisis Data
ET,Ethiopia,2002,No Explicit DI,No Crisis Data
ET,Ethiopia,2003,No Explicit DI,No Crisis Data
ET,Ethiopia,2004,No Explicit DI,No Crisis Data
ET,Ethiopia,2005,No Explicit DI,No Crisis Data
ET,Ethiopia,2006,No Explicit DI,No Crisis Data
ET,Ethiopia,2007,No Explicit DI,No Crisis Data
FJ,Fiji,1970,No Explicit DI,No Crisis Data
FJ,Fiji,1971,No Explicit DI,No Crisis Data
FJ,Fiji,1972,No Explicit DI,No Crisis Data
FJ,Fiji,1973,No Explicit DI,No Crisis Data
FJ,Fiji,1974,No Explicit DI,No Crisis Data
FJ,Fiji,1975,No Explicit DI,No Crisis Data
FJ,Fiji,1976,No Explicit DI,No Crisis Data
FJ,Fiji,1977,No Explicit DI,No Crisis Data
FJ,Fiji,1978,No Explicit DI,No Crisis Data
FJ,Fiji,1979,No Explicit DI,No Crisis Data
FJ,Fiji,1980,No Explicit DI,No Crisis Data
FJ,Fiji,1981,No Explicit DI,No Crisis Data
FJ,Fiji,1982,No Explicit DI,No Crisis Data
FJ,Fiji,1983,No Explicit DI,No Crisis Data
FJ,Fiji,1984,No Explicit DI,No Crisis Data
FJ,Fiji,1985,No Explicit DI,No Crisis Data
FJ,Fiji,1986,No Explicit DI,No Crisis Data
FJ,Fiji,1987,No Explicit DI,No Crisis Data
FJ,Fiji,1988,No Explicit DI,No Crisis Data
FJ,Fiji,1989,No Explicit DI,No Crisis Data
FJ,Fiji,1990,No Explicit DI,No Crisis Data
FJ,Fiji,1991,No Explicit DI,No Crisis Data
FJ,Fiji,1992,No Explicit DI,No Crisis Data
FJ,Fiji,1993,No Explicit DI,No Crisis Data
FJ,Fiji,1994,No Explicit DI,No Crisis Data
FJ,Fiji,1995,No Explicit DI,No Crisis Data
FJ,Fiji,1996,No Explicit DI,No Crisis Data
FJ,Fiji,1997,No Explicit DI,No Crisis Data
FJ,Fiji,1998,No Explicit DI,No Crisis Data
FJ,Fiji,1999,No Explicit DI,No Crisis Data
FJ,Fiji,2000,No Explicit DI,No Crisis Data
FJ,Fiji,2001,No Explicit DI,No Crisis Data
FJ,Fiji,2002,No Explicit DI,No Crisis Data
FJ,Fiji,2003,No Explicit DI,No Crisis Data
FJ,Fiji,2004,No Explicit DI,No Crisis Data
FJ,Fiji,2005,No Explicit DI,No Crisis Data
FJ,Fiji,2006,No Explicit DI,No Crisis Data
FJ,Fiji,2007,No Explicit DI,No Crisis Data
FI,Finland,1970,Special./Indp.,Data Available
FI,Finland,1971,Special./Indp.,Data Available
FI,Finland,1972,Special./Indp.,Data Available
FI,Finland,1973,Special./Indp.,Data Available
FI,Finland,1974,Special./Indp.,Data Available
FI,Finland,1975,Special./Indp.,Data Available
FI,Finland,1976,Special./Indp.,Data Available
FI,Finland,1977,Special./Indp.,Data Available
FI,Finland,1978,Special./Indp.,Data Available
FI,Finland,1979,Special./Indp.,Data Available
FI,Finland,1980,Special./Indp.,Data Available
FI,Finland,1981,Special./Indp.,Data Available
FI,Finland,1982,Special./Indp.,Data Available
FI,Finland,1983,Special./Indp.,Data Available
FI,Finland,1984,Special./Indp.,Data Available
FI,Finland,1985,Special./Indp.,Data Available
FI,Finland,1986,Special./Indp.,Data Available
FI,Finland,1987,Special./Indp.,Data Available
FI,Finland,1988,Special./Indp.,Data Available
FI,Finland,1989,Special./Indp.,Data Available
FI,Finland,1990,Special./Indp.,Data Available
FI,Finland,1991,Special./Indp.,Data Available
FI,Finland,1992,Special./Indp.,Data Available
FI,Finland,1993,Special./Indp.,Data Available
FI,Finland,1994,Special./Indp.,Data Available
FI,Finland,1995,Special./Indp.,Data Available
FI,Finland,1996,Special./Indp.,Data Available
FI,Finland,1997,Special./Indp.,Data Available
FI,Finland,1998,Special./Indp.,Data Available
FI,Finland,1999,Special./Indp.,Data Available
FI,Finland,2000,Special./Indp.,Data Available
FI,Finland,2001,Special./Indp.,Data Available
FI,Finland,2002,Special./Indp.,Data Available
FI,Finland,2003,Special./Indp.,Data Available
FI,Finland,2004,Special./Indp.,Data Available
FI,Finland,2005,Special./Indp.,Data Available
FI,Finland,2006,Special./Indp.,Data Available
FI,Finland,2007,Special./Indp.,Data Available
FR,France,1970,No Explicit DI,Data Available
FR,France,1971,No Explicit DI,Data Available
FR,France,1972,No Explicit DI,Data Available
FR,France,1973,No Explicit DI,Data Available
FR,France,1974,No Explicit DI,Data Available
FR,France,1975,No Explicit DI,Data Available
FR,France,1976,No Explicit DI,Data Available
FR,France,1977,No Explicit DI,Data Available
FR,France,1978,No Explicit DI,Data Available
FR,France,1979,No Explicit DI,Data Available
FR,France,1980,Special./Indp.,Data Available
FR,France,1981,Special./Indp.,Data Available
FR,France,1982,Special./Indp.,Data Available
FR,France,1983,Special./Indp.,Data Available
FR,France,1984,Special./Indp.,Data Available
FR,France,1985,Special./Indp.,Data Available
FR,France,1986,Special./Indp.,Data Available
FR,France,1987,Special./Indp.,Data Available
FR,France,1988,Special./Indp.,Data Available
FR,France,1989,Special./Indp.,Data Available
FR,France,1990,Special./Indp.,Data Available
FR,France,1991,Special./Indp.,Data Available
FR,France,1992,Special./Indp.,Data Available
FR,France,1993,Special./Indp.,Data Available
FR,France,1994,Special./Indp.,Data Available
FR,France,1995,Special./Indp.,Data Available
FR,France,1996,Special./Indp.,Data Available
FR,France,1997,Special./Indp.,Data Available
FR,France,1998,Special./Indp.,Data Available
FR,France,1999,Special./Indp.,Data Available
FR,France,2000,Special./Indp.,Data Available
FR,France,2001,Special./Indp.,Data Available
FR,France,2002,Special./Indp.,Data Available
FR,France,2003,Special./Indp.,Data Available
FR,France,2004,Special./Indp.,Data Available
FR,France,2005,Special./Indp.,Data Available
FR,France,2006,Special./Indp.,Data Available
FR,France,2007,Special./Indp.,Data Available
GA,Gabon,1970,No Explicit DI,No Crisis Data
GA,Gabon,1971,No Explicit DI,No Crisis Data
GA,Gabon,1972,No Explicit DI,No Crisis Data
GA,Gabon,1973,No Explicit DI,No Crisis Data
GA,Gabon,1974,No Explicit DI,No Crisis Data
GA,Gabon,1975,No Explicit DI,No Crisis Data
GA,Gabon,1976,No Explicit DI,No Crisis Data
GA,Gabon,1977,No Explicit DI,No Crisis Data
GA,Gabon,1978,No Explicit DI,No Crisis Data
GA,Gabon,1979,No Explicit DI,No Crisis Data
GA,Gabon,1980,No Explicit DI,No Crisis Data
GA,Gabon,1981,No Explicit DI,No Crisis Data
GA,Gabon,1982,No Explicit DI,No Crisis Data
GA,Gabon,1983,No Explicit DI,No Crisis Data
GA,Gabon,1984,No Explicit DI,No Crisis Data
GA,Gabon,1985,No Explicit DI,No Crisis Data
GA,Gabon,1986,No Explicit DI,No Crisis Data
GA,Gabon,1987,No Explicit DI,No Crisis Data
GA,Gabon,1988,No Explicit DI,No Crisis Data
GA,Gabon,1989,No Explicit DI,No Crisis Data
GA,Gabon,1990,No Explicit DI,No Crisis Data
GA,Gabon,1991,No Explicit DI,No Crisis Data
GA,Gabon,1992,No Explicit DI,No Crisis Data
GA,Gabon,1993,No Explicit DI,No Crisis Data
GA,Gabon,1994,No Explicit DI,No Crisis Data
GA,Gabon,1995,No Explicit DI,No Crisis Data
GA,Gabon,1996,No Explicit DI,No Crisis Data
GA,Gabon,1997,No Explicit DI,No Crisis Data
GA,Gabon,1998,No Explicit DI,No Crisis Data
GA,Gabon,1999,No Explicit DI,No Crisis Data
GA,Gabon,2000,No Explicit DI,No Crisis Data
GA,Gabon,2001,No Explicit DI,No Crisis Data
GA,Gabon,2002,No Explicit DI,No Crisis Data
GA,Gabon,2003,No Explicit DI,No Crisis Data
GA,Gabon,2004,No Explicit DI,No Crisis Data
GA,Gabon,2005,No Explicit DI,No Crisis Data
GA,Gabon,2006,No Explicit DI,No Crisis Data
GA,Gabon,2007,No Explicit DI,No Crisis Data
GM,Gambia,1970,No Explicit DI,No Crisis Data
GM,Gambia,1971,No Explicit DI,No Crisis Data
GM,Gambia,1972,No Explicit DI,No Crisis Data
GM,Gambia,1973,No Explicit DI,No Crisis Data
GM,Gambia,1974,No Explicit DI,No Crisis Data
GM,Gambia,1975,No Explicit DI,No Crisis Data
GM,Gambia,1976,No Explicit DI,No Crisis Data
GM,Gambia,1977,No Explicit DI,No Crisis Data
GM,Gambia,1978,No Explicit DI,No Crisis Data
GM,Gambia,1979,No Explicit DI,No Crisis Data
GM,Gambia,1980,No Explicit DI,No Crisis Data
GM,Gambia,1981,No Explicit DI,No Crisis Data
GM,Gambia,1982,No Explicit DI,No Crisis Data
GM,Gambia,1983,No Explicit DI,No Crisis Data
GM,Gambia,1984,No Explicit DI,No Crisis Data
GM,Gambia,1985,No Explicit DI,No Crisis Data
GM,Gambia,1986,No Explicit DI,No Crisis Data
GM,Gambia,1987,No Explicit DI,No Crisis Data
GM,Gambia,1988,No Explicit DI,No Crisis Data
GM,Gambia,1989,No Explicit DI,No Crisis Data
GM,Gambia,1990,No Explicit DI,No Crisis Data
GM,Gambia,1991,No Explicit DI,No Crisis Data
GM,Gambia,1992,No Explicit DI,No Crisis Data
GM,Gambia,1993,No Explicit DI,No Crisis Data
GM,Gambia,1994,No Explicit DI,No Crisis Data
GM,Gambia,1995,No Explicit DI,No Crisis Data
GM,Gambia,1996,No Explicit DI,No Crisis Data
GM,Gambia,1997,No Explicit DI,No Crisis Data
GM,Gambia,1998,No Explicit DI,No Crisis Data
GM,Gambia,1999,No Explicit DI,No Crisis Data
GM,Gambia,2000,No Explicit DI,No Crisis Data
GM,Gambia,2001,No Explicit DI,No Crisis Data
GM,Gambia,2002,No Explicit DI,No Crisis Data
GM,Gambia,2003,No Explicit DI,No Crisis Data
GM,Gambia,2004,No Explicit DI,No Crisis Data
GM,Gambia,2005,No Explicit DI,No Crisis Data
GM,Gambia,2006,No Explicit DI,No Crisis Data
GM,Gambia,2007,No Explicit DI,No Crisis Data
GE,Georgia,1991,No Explicit DI,No Crisis Data
GE,Georgia,1992,No Explicit DI,No Crisis Data
GE,Georgia,1993,No Explicit DI,No Crisis Data
GE,Georgia,1994,No Explicit DI,No Crisis Data
GE,Georgia,1995,No Explicit DI,No Crisis Data
GE,Georgia,1996,No Explicit DI,No Crisis Data
GE,Georgia,1997,No Explicit DI,No Crisis Data
GE,Georgia,1998,No Explicit DI,No Crisis Data
GE,Georgia,1999,No Explicit DI,No Crisis Data
GE,Georgia,2000,No Explicit DI,No Crisis Data
GE,Georgia,2001,No Explicit DI,No Crisis Data
GE,Georgia,2002,No Explicit DI,No Crisis Data
GE,Georgia,2003,No Explicit DI,No Crisis Data
GE,Georgia,2004,No Explicit DI,No Crisis Data
GE,Georgia,2005,No Explicit DI,No Crisis Data
GE,Georgia,2006,No Explicit DI,No Crisis Data
GE,Georgia,2007,No Explicit DI,No Crisis Data
DE,Germany,1970,Special./Indp.,Data Available
DE,Germany,1971,Special./Indp.,Data Available
DE,Germany,1972,Special./Indp.,Data Available
DE,Germany,1973,Special./Indp.,Data Available
DE,Germany,1974,Special./Indp.,Data Available
DE,Germany,1975,Special./Indp.,Data Available
DE,Germany,1976,Special./Indp.,Data Available
DE,Germany,1977,Special./Indp.,Data Available
DE,Germany,1978,Special./Indp.,Data Available
DE,Germany,1979,Special./Indp.,Data Available
DE,Germany,1980,Special./Indp.,Data Available
DE,Germany,1981,Special./Indp.,Data Available
DE,Germany,1982,Special./Indp.,Data Available
DE,Germany,1983,Special./Indp.,Data Available
DE,Germany,1984,Special./Indp.,Data Available
DE,Germany,1985,Special./Indp.,Data Available
DE,Germany,1986,Special./Indp.,Data Available
DE,Germany,1987,Special./Indp.,Data Available
DE,Germany,1988,Special./Indp.,Data Available
DE,Germany,1989,Special./Indp.,Data Available
DE,Germany,1990,Special./Indp.,Data Available
DE,Germany,1991,Special./Indp.,Data Available
DE,Germany,1992,Special./Indp.,Data Available
DE,Germany,1993,Special./Indp.,Data Available
DE,Germany,1994,Special./Indp.,Data Available
DE,Germany,1995,Special./Indp.,Data Available
DE,Germany,1996,Special./Indp.,Data Available
DE,Germany,1997,Special./Indp.,Data Available
DE,Germany,1998,Special./Indp.,Data Available
DE,Germany,1999,Special./Indp.,Data Available
DE,Germany,2000,Special./Indp.,Data Available
DE,Germany,2001,Special./Indp.,Data Available
DE,Germany,2002,Special./Indp.,Data Available
DE,Germany,2003,Special./Indp.,Data Available
DE,Germany,2004,Special./Indp.,Data Available
DE,Germany,2005,Special./Indp.,Data Available
DE,Germany,2006,Special./Indp.,Data Available
DE,Germany,2007,Special./Indp.,Data Available
GH,Ghana,1970,No Explicit DI,Data Available
GH,Ghana,1971,No Explicit DI,Data Available
GH,Ghana,1972,No Explicit DI,Data Available
GH,Ghana,1973,No Explicit DI,Data Available
GH,Ghana,1974,No Explicit DI,Data Available
GH,Ghana,1975,No Explicit DI,Data Available
GH,Ghana,1976,No Explicit DI,Data Available
GH,Ghana,1977,No Explicit DI,Data Available
GH,Ghana,1978,No Explicit DI,Data Available
GH,Ghana,1979,No Explicit DI,Data Available
GH,Ghana,1980,No Explicit DI,Data Available
GH,Ghana,1981,No Explicit DI,Data Available
GH,Ghana,1982,No Explicit DI,Data Available
GH,Ghana,1983,No Explicit DI,Data Available
GH,Ghana,1984,No Explicit DI,Data Available
GH,Ghana,1985,No Explicit DI,Data Available
GH,Ghana,1986,No Explicit DI,Data Available
GH,Ghana,1987,No Explicit DI,Data Available
GH,Ghana,1988,No Explicit DI,Data Available
GH,Ghana,1989,No Explicit DI,Data Available
GH,Ghana,1990,No Explicit DI,Data Available
GH,Ghana,1991,No Explicit DI,Data Available
GH,Ghana,1992,No Explicit DI,Data Available
GH,Ghana,1993,No Explicit DI,Data Available
GH,Ghana,1994,No Explicit DI,Data Available
GH,Ghana,1995,No Explicit DI,Data Available
GH,Ghana,1996,No Explicit DI,Data Available
GH,Ghana,1997,No Explicit DI,Data Available
GH,Ghana,1998,No Explicit DI,Data Available
